id,motif,probability,motif_index
343,137,0.5132849812507629,1
343,28,0.4785510301589966,2
343,156,0.0038792272098362446,3
344,147,0.4194203019142151,1
344,78,0.22597986459732056,2
344,31,0.20294544100761414,3
344,24,0.13801173865795135,4
344,183,0.008134561590850353,5
344,8,0.002712636487558484,6
345,36,0.8644558191299438,1
345,153,0.05789947882294655,2
345,53,0.03481733426451683,3
345,78,0.0232631154358387,4
345,175,0.011687438003718853,5
345,55,0.0038843792863190174,6
346,78,0.5731478929519653,1
346,32,0.2981136441230774,2
346,19,0.0616932213306427,3
346,183,0.03344007954001427,4
346,41,0.025709588080644608,5
346,47,0.0051513249054551125,6
347,30,0.8434023857116699,1
347,111,0.15114809572696686,2
349,122,0.7144287824630737,1
349,100,0.2750512957572937,2
349,140,0.005151666235178709,3
349,175,0.0026432075537741184,4
350,127,0.5046026110649109,1
350,78,0.40886783599853516,2
350,44,0.07666555792093277,3
350,172,0.006400098092854023,4
351,181,0.8106909394264221,1
351,177,0.13832776248455048,2
351,44,0.018891436979174614,3
351,130,0.018883736804127693,4
351,48,0.006306278984993696,5
352,137,0.5400877594947815,1
352,105,0.4441768527030945,2
352,126,0.010125028900802135,3
354,161,0.4668276906013489,1
354,133,0.4244753122329712,2
354,111,0.0849756971001625,3
356,41,0.642848789691925,1
356,19,0.2490486055612564,2
356,175,0.07241625338792801,3
356,78,0.03438492864370346,4
358,105,0.9831058382987976,1
358,28,0.008217699825763702,2
358,137,0.004123754799365997,3
359,31,0.3664148151874542,1
359,78,0.31411483883857727,2
359,100,0.27747756242752075,3
359,194,0.040140166878700256,4
360,101,0.9717051982879639,1
360,30,0.024399470537900925,2
361,7,0.38153165578842163,1
361,65,0.38118889927864075,2
361,3,0.1531139761209488,3
361,100,0.0023061390966176987,4
361,175,0.0021744610276073217,5
361,78,0.002143002348020673,6
364,3,0.9528337121009827,1
364,72,0.04316776245832443,2
366,150,0.8425272703170776,1
366,6,0.09789921343326569,2
366,177,0.035324785858392715,3
366,54,0.020881472155451775,4
367,44,0.9375203251838684,1
367,22,0.04905112460255623,2
367,100,0.0057161166332662106,3
367,136,0.0037849112413823605,4
368,17,0.27758750319480896,1
368,194,0.2714235782623291,2
